intitule_cours,type_cours,code_cours,date,date_only,heure,jour_semaine,civilité,code_civilité,groupe_eleve,code_eleve,groupes
IWA Ingénierie des Applications Web 2,TD,XAIG900C,26/11/2025 08:00,2025-11-26,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22315332,"IG5-TOUS, IG5-Option 1 - SD"
Gestion projet  TDD BDD...,CM,XAIG903C,26/11/2025 11:30,2025-11-26,11:30:00,mercredi,Ingé Informatique 5ème année,DaMS5,,22315332,"IG5-TOUS, IG5-Option 1 - SD"
DI droit des nouvelles techno,CM,XAIG924C,20/10/2025 14:00,2025-10-20,14:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,22314899,"IG5-TOUS, IG5-Option 2 - SECU"
O2 Cryptographie,CM/CMTD,XAIG94C,21/10/2025 08:00,2025-10-21,08:00:00,mardi,Ingé Informatique 5ème année,DaMS5,,22314899,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,17/11/2025 11:30,2025-11-17,11:30:00,lundi,Ingé Informatique 5ème année,DaMS5,Opt2,22314899,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,01/10/2025 09:45,2025-10-01,09:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt2,22307368,"IG5-TOUS, IG5-Option 2 - SECU"
GP Gestion projets SCM,TD,XAIG903C,14/11/2025 14:00,2025-11-14,14:00:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt2,22307368,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,14/11/2025 15:45,2025-11-14,15:45:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt2,22307368,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,29/09/2025 14:00,2025-09-29,14:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,22214979,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,29/09/2025 15:45,2025-09-29,15:45:00,lundi,Ingé Informatique 5ème année,DaMS5,,22214979,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,13/10/2025 14:00,2025-10-13,14:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,22214979,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,13/10/2025 15:45,2025-10-13,15:45:00,lundi,Ingé Informatique 5ème année,DaMS5,,22214979,"IG5-TOUS, IG5-Option 2 - SECU"
WEB SEM,CMTD,XAIG915C,24/10/2025 11:30,2025-10-24,11:30:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt1,22311131,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,19/11/2025 08:00,2025-11-19,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22311131,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,01/10/2025 09:45,2025-10-01,09:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt2,22314124,"IG5-TOUS, IG5-Option 2 - SECU"
WEB SEM,CMTD,XAIG915C,24/10/2025 09:45,2025-10-24,09:45:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt2,22314124,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,12/11/2025 09:45,2025-11-12,09:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt2,22314124,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,14/11/2025 15:45,2025-11-14,15:45:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt2,22314124,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,19/11/2025 09:45,2025-11-19,09:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt2,22314124,"IG5-TOUS, IG5-Option 2 - SECU"
GSI Gouvernance des SI,CM/CMTD,XAIG910C,19/11/2025 15:45,2025-11-19,15:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,,22314124,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,21/11/2025 15:45,2025-11-21,15:45:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt2,22314124,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,23/09/2025 09:45,2025-09-23,09:45:00,mardi,Ingé Informatique 5ème année,DaMS5,Opt1,22103345,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,XAIG915C,24/10/2025 11:30,2025-10-24,11:30:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt1,22103345,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,XAIG915C,05/11/2025 15:45,2025-11-05,15:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22103345,"IG5-TOUS, IG5-Option 1 - SD"
Intro quantique groupe 1,TD,XAIG904C,25/11/2025 15:45,2025-11-25,15:45:00,mardi,Ingé Informatique 5ème année,DaMS5,,22103345,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,19/09/2025 14:00,2025-09-19,14:00:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt1,21907395,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,23/09/2025 09:45,2025-09-23,09:45:00,mardi,Ingé Informatique 5ème année,DaMS5,Opt1,21907395,"IG5-TOUS, IG5-Option 1 - SD"
DI droit des nouvelles techno,CM,XAIG924C,29/09/2025 14:00,2025-09-29,14:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,21907395,"IG5-TOUS, IG5-Option 1 - SD"
DI droit des nouvelles techno,CM,XAIG924C,29/09/2025 15:45,2025-09-29,15:45:00,lundi,Ingé Informatique 5ème année,DaMS5,,21907395,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,01/10/2025 08:00,2025-10-01,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,21907395,"IG5-TOUS, IG5-Option 1 - SD"
DI droit des nouvelles techno,CM,XAIG924C,14/10/2025 14:00,2025-10-14,14:00:00,mardi,Ingé Informatique 5ème année,DaMS5,,21907395,"IG5-TOUS, IG5-Option 1 - SD"
DI droit des nouvelles techno,CM,XAIG924C,14/10/2025 15:45,2025-10-14,15:45:00,mardi,Ingé Informatique 5ème année,DaMS5,,21907395,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,XAIG915C,15/10/2025 09:45,2025-10-15,09:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,21907395,"IG5-TOUS, IG5-Option 1 - SD"
ID Introduction au Droit,CM/CMTD,XAIG925C,17/10/2025 09:45,2025-10-17,09:45:00,vendredi,Ingé Informatique 5ème année,DaMS5,,21907395,"IG5-TOUS, IG5-Option 1 - SD"
DI droit des nouvelles techno,CM,XAIG924C,20/10/2025 14:00,2025-10-20,14:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,21907395,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,XAIG915C,24/10/2025 11:30,2025-10-24,11:30:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt1,21907395,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,12/11/2025 08:00,2025-11-12,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,21907395,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,XAIG915C,13/11/2025 09:45,2025-11-13,09:45:00,jeudi,Ingé Informatique 5ème année,DaMS5,Opt1,21907395,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,19/11/2025 08:00,2025-11-19,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,21907395,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,21/11/2025 14:00,2025-11-21,14:00:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt1,21907395,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,26/11/2025 08:00,2025-11-26,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,21907395,"IG5-TOUS, IG5-Option 1 - SD"
Gestion projet  TDD BDD...,CM,XAIG903C,26/11/2025 11:30,2025-11-26,11:30:00,mercredi,Ingé Informatique 5ème année,DaMS5,,21907395,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,02/12/2025 14:00,2025-12-02,14:00:00,mardi,Ingé Informatique 5ème année,DaMS5,Opt1,21907395,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,02/12/2025 15:45,2025-12-02,15:45:00,mardi,Ingé Informatique 5ème année,DaMS5,Opt1,21907395,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,03/12/2025 09:45,2025-12-03,09:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,21907395,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,XAIG915C,05/11/2025 15:45,2025-11-05,15:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22111311,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,02/12/2025 14:00,2025-12-02,14:00:00,mardi,Ingé Informatique 5ème année,DaMS5,Opt1,22111311,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,02/12/2025 15:45,2025-12-02,15:45:00,mardi,Ingé Informatique 5ème année,DaMS5,Opt1,22111311,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,25/09/2025 09:45,2025-09-25,09:45:00,jeudi,Ingé Informatique 5ème année,DaMS5,Opt2,22105820,"IG5-TOUS, IG5-Option 2 - SECU"
O2 Cryptographie,CM/CMTD,XAIG94C,26/09/2025 08:00,2025-09-26,08:00:00,vendredi,Ingé Informatique 5ème année,DaMS5,,22105820,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,29/09/2025 14:00,2025-09-29,14:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,22105820,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,29/09/2025 15:45,2025-09-29,15:45:00,lundi,Ingé Informatique 5ème année,DaMS5,,22105820,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,13/10/2025 14:00,2025-10-13,14:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,22105820,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,20/10/2025 14:00,2025-10-20,14:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,22105820,"IG5-TOUS, IG5-Option 2 - SECU"
O2 Cryptographie,CM/CMTD,XAIG94C,21/10/2025 08:00,2025-10-21,08:00:00,mardi,Ingé Informatique 5ème année,DaMS5,,22105820,"IG5-TOUS, IG5-Option 2 - SECU"
WEB SEM,CMTD,XAIG915C,05/11/2025 14:00,2025-11-05,14:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt2,22105820,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,14/11/2025 15:45,2025-11-14,15:45:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt2,22105820,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,21/11/2025 15:45,2025-11-21,15:45:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt2,22105820,"IG5-TOUS, IG5-Option 2 - SECU"
SSI Sécurité des Systèmes d'Information-crypto,CM/CMTD,XAIG912C,17/09/2025 15:45,2025-09-17,15:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,,22415216,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,19/09/2025 14:00,2025-09-19,14:00:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt1,22415216,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,12/11/2025 08:00,2025-11-12,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22415216,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,19/11/2025 08:00,2025-11-19,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22415216,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,XAIG915C,05/11/2025 14:00,2025-11-05,14:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt2,22308428,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,19/11/2025 09:45,2025-11-19,09:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt2,22308428,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,26/11/2025 09:45,2025-11-26,09:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt2,22308428,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,29/09/2025 14:00,2025-09-29,14:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,22100824,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,29/09/2025 15:45,2025-09-29,15:45:00,lundi,Ingé Informatique 5ème année,DaMS5,,22100824,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,13/10/2025 14:00,2025-10-13,14:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,22100824,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,13/10/2025 15:45,2025-10-13,15:45:00,lundi,Ingé Informatique 5ème année,DaMS5,,22100824,"IG5-TOUS, IG5-Option 2 - SECU"
O2 Cryptographie,CM/CMTD,XAIG94C,20/10/2025 08:00,2025-10-20,08:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,22100824,"IG5-TOUS, IG5-Option 2 - SECU"
O2 Cryptographie,CM/CMTD,XAIG94C,21/10/2025 08:00,2025-10-21,08:00:00,mardi,Ingé Informatique 5ème année,DaMS5,,22100824,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,12/11/2025 09:45,2025-11-12,09:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt2,22100824,"IG5-TOUS, IG5-Option 2 - SECU"
GP Gestion projets SCM,TD,XAIG903C,14/11/2025 14:00,2025-11-14,14:00:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt2,22100824,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,14/11/2025 15:45,2025-11-14,15:45:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt2,22100824,"IG5-TOUS, IG5-Option 2 - SECU"
WEB SEM,CMTD,XAIG915C,17/11/2025 09:45,2025-11-17,09:45:00,lundi,Ingé Informatique 5ème année,DaMS5,Opt2,22100824,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,21/11/2025 15:45,2025-11-21,15:45:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt2,22100824,"IG5-TOUS, IG5-Option 2 - SECU"
Softskills,CMTD,XAIG923C,01/12/2025 08:45,2025-12-01,08:45:00,lundi,Ingé Informatique 5ème année,DaMS5,Opt2,22100824,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,20/10/2025 14:00,2025-10-20,14:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,22100113,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,17/11/2025 11:30,2025-11-17,11:30:00,lundi,Ingé Informatique 5ème année,DaMS5,Opt2,22100113,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,19/11/2025 08:00,2025-11-19,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22108900,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,26/11/2025 08:00,2025-11-26,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22108900,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,02/12/2025 14:00,2025-12-02,14:00:00,mardi,Ingé Informatique 5ème année,DaMS5,Opt1,22108900,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,02/12/2025 15:45,2025-12-02,15:45:00,mardi,Ingé Informatique 5ème année,DaMS5,Opt1,22108900,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,03/12/2025 09:45,2025-12-03,09:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22108900,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,03/12/2025 11:30,2025-12-03,11:30:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22108900,"IG5-TOUS, IG5-Option 1 - SD"
DI droit des nouvelles techno,CM,XAIG924C,29/09/2025 14:00,2025-09-29,14:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,22211439,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,29/09/2025 15:45,2025-09-29,15:45:00,lundi,Ingé Informatique 5ème année,DaMS5,,22211439,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,13/10/2025 14:00,2025-10-13,14:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,22211439,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,13/10/2025 15:45,2025-10-13,15:45:00,lundi,Ingé Informatique 5ème année,DaMS5,,22211439,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,14/11/2025 15:45,2025-11-14,15:45:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt2,22211439,"IG5-TOUS, IG5-Option 2 - SECU"
Softskills,CMTD,XAIG923C,01/12/2025 08:45,2025-12-01,08:45:00,lundi,Ingé Informatique 5ème année,DaMS5,Opt2,22211439,"IG5-TOUS, IG5-Option 2 - SECU"
WEB SEM,CMTD,XAIG915C,05/11/2025 15:45,2025-11-05,15:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22315120,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,19/11/2025 08:00,2025-11-19,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22315120,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,02/12/2025 14:00,2025-12-02,14:00:00,mardi,Ingé Informatique 5ème année,DaMS5,Opt1,22315120,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,02/12/2025 15:45,2025-12-02,15:45:00,mardi,Ingé Informatique 5ème année,DaMS5,Opt1,22315120,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,03/12/2025 09:45,2025-12-03,09:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22315120,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,03/12/2025 11:30,2025-12-03,11:30:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22315120,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,03/11/2025 09:45,2025-11-03,09:45:00,lundi,Ingé Informatique 5ème année,DaMS5,Opt1,22212018,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,05/11/2025 14:00,2025-11-05,14:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22212018,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,10/11/2025 09:45,2025-11-10,09:45:00,lundi,Ingé Informatique 5ème année,DaMS5,Opt1,22212018,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,12/11/2025 08:00,2025-11-12,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22212018,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,17/11/2025 09:45,2025-11-17,09:45:00,lundi,Ingé Informatique 5ème année,DaMS5,Opt1,22212018,"IG5-TOUS, IG5-Option 1 - SD"
Gestion projet  TDD BDD...,CM,XAIG903C,26/11/2025 11:30,2025-11-26,11:30:00,mercredi,Ingé Informatique 5ème année,DaMS5,,22212018,"IG5-TOUS, IG5-Option 1 - SD"
DI droit des nouvelles techno,CM,XAIG924C,14/10/2025 14:00,2025-10-14,14:00:00,mardi,Ingé Informatique 5ème année,DaMS5,,22313692,"IG5-TOUS, IG5-Option 1 - SD"
DI droit des nouvelles techno,CM,XAIG924C,14/10/2025 15:45,2025-10-14,15:45:00,mardi,Ingé Informatique 5ème année,DaMS5,,22313692,"IG5-TOUS, IG5-Option 1 - SD"
ID Introduction au Droit,CM/CMTD,XAIG925C,17/10/2025 09:45,2025-10-17,09:45:00,vendredi,Ingé Informatique 5ème année,DaMS5,,22313692,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,19/11/2025 08:00,2025-11-19,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22313692,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,26/11/2025 08:00,2025-11-26,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22313692,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,02/12/2025 14:00,2025-12-02,14:00:00,mardi,Ingé Informatique 5ème année,DaMS5,Opt1,22313692,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,02/12/2025 15:45,2025-12-02,15:45:00,mardi,Ingé Informatique 5ème année,DaMS5,Opt1,22313692,"IG5-TOUS, IG5-Option 1 - SD"
Anglais S7,TD,XA1S735C,09/09/2025 08:00,2025-09-09,08:00:00,mardi,Ingé Informatique Echange ou Convention,DaMS4,G1,22515236,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,XA1S735C,09/09/2025 09:45,2025-09-09,09:45:00,mardi,Ingé Informatique Echange ou Convention,DaMS4,G1,22515236,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,XA1S735C,23/09/2025 08:00,2025-09-23,08:00:00,mardi,Ingé Informatique Echange ou Convention,DaMS4,G1,22515236,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,XA1S735C,23/09/2025 09:45,2025-09-23,09:45:00,mardi,Ingé Informatique Echange ou Convention,DaMS4,G1,22515236,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,XA1S735C,30/09/2025 08:00,2025-09-30,08:00:00,mardi,Ingé Informatique Echange ou Convention,DaMS4,G1,22515236,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,XA1S735C,30/09/2025 09:45,2025-09-30,09:45:00,mardi,Ingé Informatique Echange ou Convention,DaMS4,G1,22515236,"IG4-TD1, IG4-TP1, IG4-TOUS"
Entrepôts de données,TP,XA1S705C,03/12/2025 09:45,2025-12-03,09:45:00,mercredi,Ingé Informatique Echange ou Convention,DaMS4,G1,22515236,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,XA1S735C,07/10/2025 08:00,2025-10-07,08:00:00,mardi,Ingé Informatique Echange ou Convention,DaMS4,G1,22515128,"IG4-TD1, IG4-TP1, IG4-TOUS"
Fond.du machine learning,CMTD,XA1S726C,27/11/2025 11:30,2025-11-27,11:30:00,jeudi,Ingé Informatique Echange ou Convention,DaMS4,G1,22515128,"IG4-TD1, IG4-TP1, IG4-TOUS"
Entrepôts de données,TP,XA1S705C,03/12/2025 09:45,2025-12-03,09:45:00,mercredi,Ingé Informatique Echange ou Convention,DaMS4,G1,22515128,"IG4-TD1, IG4-TP1, IG4-TOUS"
